Gene_name,Gene_name,biotype,gene_length,Ensembl_ID
CG1835,CG1835,protein_coding,735,FBgn0031127
hydra,hydra,protein_coding,2381,FBgn0031128
lncRNA:CR43862,lncRNA:CR43862,ncRNA,667,FBgn0264444
lncRNA:CR45610,lncRNA:CR45610,ncRNA,314,FBgn0267170
run,run,protein_coding,3145,FBgn0003300
CG1324,CG1324,protein_coding,1443,FBgn0031129
lncRNA:CR45059,lncRNA:CR45059,ncRNA,771,FBgn0266419
CG15452,CG15452,protein_coding,741,FBgn0031130
lncRNA:CR44710,lncRNA:CR44710,ncRNA,1062,FBgn0265921
lncRNA:CR43838,lncRNA:CR43838,ncRNA,994,FBgn0264390
shakB,shakB,protein_coding,18308,FBgn0085387
CG32507,CG32507,protein_coding,1006,FBgn0052507
CG15450,CG15450,protein_coding,1490,FBgn0031132
lncRNA:CR43193,lncRNA:CR43193,ncRNA,865,FBgn0262822
CG1314,CG1314,protein_coding,1409,FBgn0031134
CR11235,CR11235,pseudogene,363,FBgn0031135
I-3,I-3,protein_coding,813,FBgn0261624
CG11227,CG11227,protein_coding,2531,FBgn0031139
Npc1b,Npc1b,protein_coding,3971,FBgn0261675
Ser6,Ser6,protein_coding,901,FBgn0011834
CG1304,CG1304,protein_coding,893,FBgn0031141
CG44426,CG44426,protein_coding,583,FBgn0265608
CG11666,CG11666,protein_coding,561,FBgn0040648
r-cup,r-cup,protein_coding,2140,FBgn0031142
CG1532,CG1532,protein_coding,1236,FBgn0031143
CG1529,CG1529,protein_coding,3246,FBgn0031144
Ntf-2,Ntf-2,protein_coding,3723,FBgn0031145
CG15449,CG15449,protein_coding,765,FBgn0031146
Mgstl,Mgstl,protein_coding,1183,FBgn0025814
asRNA:CR44431,asRNA:CR44431,ncRNA,475,FBgn0265613
Cbs,Cbs,protein_coding,2202,FBgn0031148
Stt3A,Stt3A,protein_coding,2755,FBgn0031149
snoRNA:Me28S-U3344b,snoRNA:Me28S-U3344b,snoRNA,81,FBgn0086048
scaRNA:MeU2-C28,scaRNA:MeU2-C28,snoRNA,49,FBgn0065057
snoRNA:Me28S-U3344a,snoRNA:Me28S-U3344a,snoRNA,79,FBgn0086049
bves,bves,protein_coding,5794,FBgn0031150
CG32512,CG32512,protein_coding,2507,FBgn0052512
CG11566,CG11566,protein_coding,3798,FBgn0031159
stg1,stg1,protein_coding,3798,FBgn0064123
CG15446,CG15446,protein_coding,1526,FBgn0031155
CG1503,CG1503,protein_coding,1405,FBgn0031157
unc,unc,protein_coding,4775,FBgn0003950
CG15445,CG15445,protein_coding,2380,FBgn0031161
asRNA:CR44374,asRNA:CR44374,ncRNA,582,FBgn0265524
CG34120,CG34120,protein_coding,7569,FBgn0083956
CG45154,CG45154,protein_coding,607,FBgn0266647
CR45499,CR45499,pseudogene,588,FBgn0267055
CR32511,CR32511,pseudogene,363,FBgn0052511
lncRNA:CR45506,lncRNA:CR45506,ncRNA,781,FBgn0267062
CG14579,CG14579,protein_coding,1156,FBgn0031163
CG1724,CG1724,protein_coding,843,FBgn0031164
CG32521,CG32521,protein_coding,4555,FBgn0052521
CG32523,CG32523,protein_coding,891,FBgn0052523
tRNA:Ile-AAT-2-1Psi,tRNA:Ile-AAT-2-1Psi,pseudogene,75,FBgn0052518
tRNA:Arg-TCG-2-2,tRNA:Arg-TCG-2-2,tRNA,73,FBgn0011954
CG1722,CG1722,protein_coding,1173,FBgn0031168
CG1494,CG1494,protein_coding,5469,FBgn0031169
ABCA,ABCA,protein_coding,7210,FBgn0031170
mir-1007,mir-1007,pre_miRNA,65,FBgn0262454
mir-2535b,mir-2535b,pre_miRNA,71,FBgn0263559
tRNA:Tyr-GTA-1-1,tRNA:Tyr-GTA-1-1,tRNA,73,FBgn0052520
tRNA:Tyr-GTA-2-1,tRNA:Tyr-GTA-2-1,tRNA,73,FBgn0052525
CG1801,CG1801,protein_coding,5303,FBgn0031171
Rpt6,Rpt6,protein_coding,1404,FBgn0020369
anox,anox,protein_coding,1352,FBgn0064116
SLIRP1,SLIRP1,protein_coding,1352,FBgn0064117
Dd,Dd,protein_coding,3043,FBgn0029067
CG1486,CG1486,protein_coding,3721,FBgn0031174
tty,tty,protein_coding,7616,FBgn0015558
fliI,fliI,protein_coding,4827,FBgn0000709
dod,dod,protein_coding,1021,FBgn0015379
peng,peng,protein_coding,2367,FBgn0015527
sol,sol,protein_coding,5724,FBgn0003464
Sep1,Sep1,protein_coding,2026,FBgn0011710
waw,waw,protein_coding,5450,FBgn0024182
bbx,bbx,protein_coding,5935,FBgn0024251
asRNA:CR45612,asRNA:CR45612,ncRNA,393,FBgn0267172
asRNA:CR45611,asRNA:CR45611,ncRNA,783,FBgn0267171
slgA,slgA,protein_coding,4305,FBgn0003423
Hlc,Hlc,protein_coding,2116,FBgn0001565
snoRNA:MeU6-A47,snoRNA:MeU6-A47,snoRNA,91,FBgn0025882
mst,mst,protein_coding,2443,FBgn0020272
lcs,lcs,protein_coding,590,FBgn0028583
lncRNA:CR45500,lncRNA:CR45500,ncRNA,827,FBgn0267056
whe,whe,protein_coding,434,FBgn0031176
lncRNA:CR45003,lncRNA:CR45003,ncRNA,626,FBgn0266355
DIP-beta,DIP-beta,protein_coding,5281,FBgn0259245
CG10918,CG10918,protein_coding,643,FBgn0031178
lncRNA:CR45507,lncRNA:CR45507,ncRNA,474,FBgn0267063
lncRNA:CR45508,lncRNA:CR45508,ncRNA,497,FBgn0267064
Ir20a,Ir20a,protein_coding,1692,FBgn0031181
lncRNA:CR45509,lncRNA:CR45509,ncRNA,296,FBgn0267065
lncRNA:CR45510,lncRNA:CR45510,ncRNA,368,FBgn0267066
lncRNA:CR45511,lncRNA:CR45511,ncRNA,438,FBgn0267067
lncRNA:CR45082,lncRNA:CR45082,ncRNA,762,FBgn0266457
Cyp6t1,Cyp6t1,protein_coding,1785,FBgn0031182
lncRNA:CR46472,lncRNA:CR46472,ncRNA,6931,FBgn0287603
lncRNA:CR44711,lncRNA:CR44711,ncRNA,774,FBgn0265922
GCS2alpha,GCS2alpha,protein_coding,3637,FBgn0027588
CG17450,CG17450,protein_coding,2311,FBgn0040028
CG33502,CG33502,protein_coding,1060,FBgn0053502
CG32820,CG32820,protein_coding,2650,FBgn0052820
CG32857,CG32857,protein_coding,1059,FBgn0052857
CG32819,CG32819,protein_coding,2423,FBgn0052819
CG32500,CG32500,protein_coding,1084,FBgn0285970
DIP1,DIP1,protein_coding,3823,FBgn0024807
lncRNA:CR44712,lncRNA:CR44712,ncRNA,441,FBgn0265923
lncRNA:flam,lncRNA:flam,ncRNA,17427,FBgn0267704
CG40813,CG40813,protein_coding,642,FBgn0085521
CG41562,CG41562,protein_coding,642,FBgn0085693
CG14621,CG14621,protein_coding,2695,FBgn0031183
CG14615,CG14615,protein_coding,1914,FBgn0031184
tilB,tilB,protein_coding,1358,FBgn0014395
wap,wap,protein_coding,3580,FBgn0266848
Usp2,Usp2,protein_coding,7489,FBgn0031187
CG14613,CG14613,protein_coding,1817,FBgn0031188
CG14618,CG14618,protein_coding,1210,FBgn0031189
CG12576,CG12576,protein_coding,2773,FBgn0031190
Cp110,Cp110,protein_coding,3382,FBgn0031191
l(1)G0196,l(1)G0196,protein_coding,9476,FBgn0027279
lncRNA:CR43493,lncRNA:CR43493,ncRNA,2088,FBgn0263504
lncRNA:CR43962,lncRNA:CR43962,ncRNA,309,FBgn0264677
CG17600,CG17600,protein_coding,2621,FBgn0031195
S6kII,S6kII,protein_coding,6055,FBgn0262866
CG17598,CG17598,protein_coding,4272,FBgn0031194
Cluap1,Cluap1,protein_coding,1756,FBgn0031196
CG17601,CG17601,protein_coding,960,FBgn0031197
Cda4,Cda4,protein_coding,1934,FBgn0052499
lncRNA:CR44997,lncRNA:CR44997,ncRNA,878,FBgn0266348
lncRNA:CR44109,lncRNA:CR44109,ncRNA,1140,FBgn0264940
lncRNA:CR45464,lncRNA:CR45464,ncRNA,899,FBgn0267020
CG12446,CG12446,protein_coding,2644,FBgn0031201
fog,fog,protein_coding,6564,FBgn0000719
CG42346,CG42346,protein_coding,9156,FBgn0259677
mir-2491,mir-2491,pre_miRNA,144,FBgn0262237
lncRNA:CR43656,lncRNA:CR43656,ncRNA,1380,FBgn0263665
CG34334,CG34334,protein_coding,2556,FBgn0263829
lncRNA:CR41352,lncRNA:CR41352,ncRNA,394,FBgn0083994
CG41106,CG41106,protein_coding,957,FBgn0069938
lncRNA:CR45502,lncRNA:CR45502,ncRNA,752,FBgn0267058
CG40486,CG40486,protein_coding,960,FBgn0263830
CG40485,CG40485,protein_coding,1752,FBgn0069973
stnA,stnA,protein_coding,8332,FBgn0016976
stnB,stnB,protein_coding,8332,FBgn0016975
asRNA:CR45009,asRNA:CR45009,ncRNA,659,FBgn0266361
FucTC,FucTC,protein_coding,2001,FBgn0044872
lncRNA:CR45010,lncRNA:CR45010,ncRNA,322,FBgn0266362
Rab21,Rab21,protein_coding,1240,FBgn0039966
Coa7,Coa7,protein_coding,2769,FBgn0039965
zyd,zyd,protein_coding,4412,FBgn0265767
CG12061,CG12061,protein_coding,1471,FBgn0040031
CG17167,CG17167,protein_coding,2973,FBgn0039941
CG17163,CG17163,protein_coding,1828,FBgn0039942
CG17168,CG17168,protein_coding,1516,FBgn0039943
CG17169,CG17169,protein_coding,532,FBgn0040514
CG17159,CG17159,protein_coding,4590,FBgn0039945
CG17162,CG17162,protein_coding,4896,FBgn0039944
asRNA:CR43480,asRNA:CR43480,ncRNA,2290,FBgn0263457
su(f),su(f),protein_coding,3014,FBgn0003559
CR46425,CR46425,pseudogene,564,FBgn0286928
ATbp,ATbp,protein_coding,2269,FBgn0039946
28SrRNA-Psi:CR45853,28SrRNA-Psi:CR45853,pseudogene,255,FBgn0267513
mir-10404-3,mir-10404-3,pre_miRNA,69,FBgn0286517
5.8SrRNA-Psi:CR45854,5.8SrRNA-Psi:CR45854,pseudogene,123,FBgn0267514
2SrRNA-Psi:CR40677,2SrRNA-Psi:CR40677,pseudogene,30,FBgn0085765
28SrRNA-Psi:CR45855,28SrRNA-Psi:CR45855,pseudogene,704,FBgn0267515
18SrRNA-Psi:CR41602,18SrRNA-Psi:CR41602,pseudogene,1975,FBgn0085813
5.8SrRNA-Psi:CR45857,5.8SrRNA-Psi:CR45857,pseudogene,123,FBgn0267517
2SrRNA-Psi:CR45858,2SrRNA-Psi:CR45858,pseudogene,30,FBgn0267518
28SrRNA-Psi:CR45859,28SrRNA-Psi:CR45859,pseudogene,2689,FBgn0267519
28SrRNA-Psi:CR40741,28SrRNA-Psi:CR40741,pseudogene,1258,FBgn0085771
28SrRNA-Psi:CR41609,28SrRNA-Psi:CR41609,pseudogene,895,FBgn0085819
28SrRNA-Psi:CR45860,28SrRNA-Psi:CR45860,pseudogene,357,FBgn0267520
28SrRNA-Psi:CR45862,28SrRNA-Psi:CR45862,pseudogene,2004,FBgn0267522
pre-rRNA:CR45856,pre-rRNA:CR45856,rRNA,5725,FBgn0267516
5.8SrRNA:CR40454,5.8SrRNA:CR40454,rRNA,123,FBgn0250731
18SrRNA-Psi:CR45861,18SrRNA-Psi:CR45861,pseudogene,1934,FBgn0267521
mir-10404-4,mir-10404-4,pre_miRNA,69,FBgn0286518
5.8SrRNA-Psi:CR45863,5.8SrRNA-Psi:CR45863,pseudogene,123,FBgn0267523
2SrRNA:CR45864,2SrRNA:CR45864,rRNA,30,FBgn0267524
mir-10404-5,mir-10404-5,pre_miRNA,69,FBgn0286519
CR11023,CR11023,pseudogene,1880,FBgn0031208
l(2)gl,l(2)gl,protein_coding,5986,FBgn0002121
Ir21a,Ir21a,protein_coding,2629,FBgn0031209
asRNA:CR43609,asRNA:CR43609,ncRNA,2230,FBgn0263584
Cda5,Cda5,protein_coding,10793,FBgn0051973
lncRNA:CR46254,lncRNA:CR46254,ncRNA,951,FBgn0267987
lncRNA:CR45339,lncRNA:CR45339,ncRNA,244,FBgn0266878
lncRNA:CR45340,lncRNA:CR45340,ncRNA,207,FBgn0266879
dbr,dbr,protein_coding,4499,FBgn0067779
asRNA:CR44987,asRNA:CR44987,ncRNA,2798,FBgn0266322
galectin,galectin,protein_coding,2751,FBgn0031213
CG11374,CG11374,protein_coding,1378,FBgn0031214
net,net,protein_coding,2225,FBgn0002931
Zir,Zir,protein_coding,6476,FBgn0031216
CG11377,CG11377,protein_coding,1583,FBgn0031217
Nhe1,Nhe1,protein_coding,2551,FBgn0026787
Sam-S,Sam-S,protein_coding,3559,FBgn0005278
ND-15,ND-15,protein_coding,1135,FBgn0031228
CG13694,CG13694,protein_coding,1124,FBgn0031219
CG4822,CG4822,protein_coding,4224,FBgn0031220
CG3164,CG3164,protein_coding,3148,FBgn0025683
asRNA:CR44969,asRNA:CR44969,ncRNA,1062,FBgn0266304
Gs1,Gs1,protein_coding,2396,FBgn0001142
lncRNA:CR44185,lncRNA:CR44185,ncRNA,727,FBgn0265074
lncRNA:CR44186,lncRNA:CR44186,ncRNA,502,FBgn0265075
ovm,ovm,protein_coding,2206,FBgn0051976
CG31975,CG31975,protein_coding,2206,FBgn0051975
CG31974,CG31974,protein_coding,1908,FBgn0051974
CG11454,CG11454,protein_coding,905,FBgn0031224
CG42399,CG42399,protein_coding,5305,FBgn0259818
CG3709,CG3709,protein_coding,1699,FBgn0031227
CG3436,CG3436,protein_coding,1381,FBgn0031229
CG33635,CG33635,protein_coding,769,FBgn0053635
spen,spen,protein_coding,23035,FBgn0016977
mRpL10,mRpL10,protein_coding,903,FBgn0031231
CG11617,CG11617,protein_coding,1357,FBgn0031232
Tbc1d15-17,Tbc1d15-17,protein_coding,3348,FBgn0031233
kis,kis,protein_coding,19229,FBgn0266557
lncRNA:CR44220,lncRNA:CR44220,ncRNA,400,FBgn0265151
lncRNA:CR44222,lncRNA:CR44222,ncRNA,1190,FBgn0265153
lncRNA:CR44221,lncRNA:CR44221,ncRNA,552,FBgn0265152
snoRNA:kis-a,snoRNA:kis-a,snoRNA,88,FBgn0263465
CG13693,CG13693,protein_coding,1660,FBgn0031235
mir-965,mir-965,pre_miRNA,107,FBgn0262252
lncRNA:CR44218,lncRNA:CR44218,ncRNA,904,FBgn0265149
Rpp30,Rpp30,protein_coding,1105,FBgn0283652
CG3645,CG3645,protein_coding,1942,FBgn0031238
CG17075,CG17075,protein_coding,7557,FBgn0031239
lncRNA:CR44219,lncRNA:CR44219,ncRNA,754,FBgn0265150
CG3345,CG3345,protein_coding,2417,FBgn0031240
mbm,mbm,protein_coding,1756,FBgn0086912
CG11555,CG11555,protein_coding,931,FBgn0086856
CG17078,CG17078,protein_coding,3132,FBgn0086855
smo,smo,protein_coding,4008,FBgn0003444
CG11601,CG11601,protein_coding,1452,FBgn0031244
CG3625,CG3625,protein_coding,1974,FBgn0031245
asRNA:CR46262,asRNA:CR46262,ncRNA,449,FBgn0267995
asRNA:CR46263,asRNA:CR46263,ncRNA,1820,FBgn0267996
Amnionless,Amnionless,protein_coding,1893,FBgn0025686
CG11562,CG11562,protein_coding,748,FBgn0031247
U2af38,U2af38,protein_coding,1655,FBgn0017457
Stip1,Stip1,protein_coding,2023,FBgn0024352
Pi3K21B,Pi3K21B,protein_coding,4938,FBgn0020622
Plc21C,Plc21C,protein_coding,7774,FBgn0004611
lncRNA:CR43719,lncRNA:CR43719,ncRNA,812,FBgn0263872
CG11912,CG11912,protein_coding,898,FBgn0031248
CG11911,CG11911,protein_coding,970,FBgn0031249
CG33127,CG33127,protein_coding,991,FBgn0053127
CG43755,CG43755,protein_coding,2873,FBgn0264086
CG31921,CG31921,protein_coding,2426,FBgn0051921
Ent1,Ent1,protein_coding,1972,FBgn0031250
asRNA:CR45367,asRNA:CR45367,ncRNA,1229,FBgn0266907
asRNA:CR45366,asRNA:CR45366,ncRNA,846,FBgn0266906
al,al,protein_coding,1806,FBgn0000061
lncRNA:CR43718,lncRNA:CR43718,ncRNA,452,FBgn0263871
CG4213,CG4213,protein_coding,4436,FBgn0031251
RpI135,RpI135,protein_coding,3564,FBgn0003278
AP-2alpha,AP-2alpha,protein_coding,4872,FBgn0264855
ebi,ebi,protein_coding,3327,FBgn0263933
CG13690,CG13690,protein_coding,1219,FBgn0031252
RpLP1,RpLP1,protein_coding,768,FBgn0002593
CG11885,CG11885,protein_coding,556,FBgn0031253
CG13692,CG13692,protein_coding,665,FBgn0031254
BBS8,BBS8,protein_coding,2259,FBgn0031255
ex,ex,protein_coding,6672,FBgn0004583
lncRNA:CR43717,lncRNA:CR43717,ncRNA,566,FBgn0263870
crq,crq,protein_coding,2848,FBgn0015924
shv,shv,protein_coding,1488,FBgn0031256
CR43080,CR43080,pseudogene,501,FBgn0262510
CG4133,CG4133,protein_coding,2642,FBgn0031257
CG4297,CG4297,protein_coding,6869,FBgn0031258
MED15,MED15,protein_coding,2592,FBgn0027592
ush,ush,protein_coding,6706,FBgn0003963
cbt,cbt,protein_coding,3243,FBgn0043364
lncRNA:CR46258,lncRNA:CR46258,ncRNA,1815,FBgn0267991
lncRNA:CR46259,lncRNA:CR46259,ncRNA,1364,FBgn0267992
lwr,lwr,protein_coding,1864,FBgn0010602
Spp,Spp,protein_coding,1736,FBgn0031260
Ets21C,Ets21C,protein_coding,5407,FBgn0005660
nAChRbeta3,nAChRbeta3,protein_coding,1532,FBgn0031261
rempA,rempA,protein_coding,5772,FBgn0260933
Tspo,Tspo,protein_coding,853,FBgn0031263
CG11835,CG11835,protein_coding,3252,FBgn0031264
CG2794,CG2794,protein_coding,2310,FBgn0031265
Nle,Nle,protein_coding,1584,FBgn0021874
Sf3b1,Sf3b1,protein_coding,4346,FBgn0031266
Ipk2,Ipk2,protein_coding,1232,FBgn0031267
cold,cold,protein_coding,1158,FBgn0031268
Ptth,Ptth,protein_coding,1128,FBgn0013323
Pph13,Pph13,protein_coding,1880,FBgn0023489
Gsc,Gsc,protein_coding,2584,FBgn0010323
lncRNA:CR46148,lncRNA:CR46148,ncRNA,670,FBgn0267827
CG13689,CG13689,protein_coding,1551,FBgn0031270
lncRNA:CR43648,lncRNA:CR43648,ncRNA,499,FBgn0263657
lncRNA:CR43649,lncRNA:CR43649,ncRNA,795,FBgn0263658
lectin-21Cb,lectin-21Cb,protein_coding,904,FBgn0040106
lncRNA:CR44797,lncRNA:CR44797,ncRNA,559,FBgn0266032
lncRNA:CR44798,lncRNA:CR44798,ncRNA,424,FBgn0266033
lectin-21Ca,lectin-21Ca,protein_coding,940,FBgn0040107
CG2839,CG2839,protein_coding,2549,FBgn0031273
lncRNA:CR45369,lncRNA:CR45369,ncRNA,324,FBgn0266909
ds,ds,protein_coding,12427,FBgn0284247
lncRNA:CR44988,lncRNA:CR44988,ncRNA,549,FBgn0266323
lncRNA:CR46260,lncRNA:CR46260,ncRNA,2784,FBgn0267993
Hsp60B,Hsp60B,protein_coding,2203,FBgn0011244
Eaat2,Eaat2,protein_coding,3996,FBgn0026438
GABA-B-R3,GABA-B-R3,protein_coding,7035,FBgn0031275
lncRNA:CR44614,lncRNA:CR44614,ncRNA,580,FBgn0265825
CG12506,CG12506,protein_coding,471,FBgn0031276
CG13946,CG13946,protein_coding,406,FBgn0040725
CG13947,CG13947,protein_coding,483,FBgn0031277
Gr21a,Gr21a,protein_coding,2220,FBgn0041250
CG3544,CG3544,protein_coding,4359,FBgn0031279
Pkg21D,Pkg21D,protein_coding,2583,FBgn0000442
lncRNA:CR45259,lncRNA:CR45259,ncRNA,468,FBgn0266797
Nnf1b,Nnf1b,protein_coding,783,FBgn0051658
Dbp21E2,Dbp21E2,protein_coding,1732,FBgn0086130
Saf6,Saf6,protein_coding,2416,FBgn0031281
Pex12,Pex12,protein_coding,2104,FBgn0031282
CG15880,CG15880,protein_coding,896,FBgn0031283
PGAP2,PGAP2,protein_coding,1370,FBgn0031284
Clp,Clp,protein_coding,1246,FBgn0015621
CG3662,CG3662,protein_coding,2982,FBgn0031285
CG3862,CG3862,protein_coding,1533,FBgn0031286
dock,dock,protein_coding,3735,FBgn0010583
drongo,drongo,protein_coding,4423,FBgn0020304
lncRNA:CR44060,lncRNA:CR44060,ncRNA,462,FBgn0264869
CG4291,CG4291,protein_coding,1310,FBgn0031287
kraken,kraken,protein_coding,1320,FBgn0020545
CG13949,CG13949,protein_coding,1183,FBgn0031288
lncRNA:CR45345,lncRNA:CR45345,ncRNA,2677,FBgn0266884
mir-375,mir-375,pre_miRNA,91,FBgn0262177
CG13950,CG13950,protein_coding,1185,FBgn0031289
aru,aru,protein_coding,3445,FBgn0029095
snoRNA:Me28S-U1230,snoRNA:Me28S-U1230,snoRNA,128,FBgn0086031
dbe,dbe,protein_coding,1185,FBgn0020305
PNUTS,PNUTS,protein_coding,5428,FBgn0053526
CG15824,CG15824,protein_coding,7072,FBgn0031292
ninaA,ninaA,protein_coding,871,FBgn0002936
lncRNA:CR45348,lncRNA:CR45348,ncRNA,598,FBgn0266887
Lsp1beta,Lsp1beta,protein_coding,2749,FBgn0002563
snRNA:U1:21D,snRNA:U1:21D,snRNA,164,FBgn0003916
scaRNA:MeU1:95C-A24,scaRNA:MeU1:95C-A24,snoRNA,107,FBgn0286735
lncRNA:CR45261,lncRNA:CR45261,ncRNA,319,FBgn0266799
lncRNA:CR44061,lncRNA:CR44061,ncRNA,325,FBgn0264870
GluRIIC,GluRIIC,protein_coding,3004,FBgn0046113
CG4341,CG4341,protein_coding,4160,FBgn0028481
lncRNA:CR44801,lncRNA:CR44801,ncRNA,2877,FBgn0266036
IA-2,IA-2,protein_coding,10257,FBgn0031294
asRNA:CR46486,asRNA:CR46486,ncRNA,7886,FBgn0287617
CG4375,CG4375,protein_coding,793,FBgn0031295
CG4415,CG4415,protein_coding,1395,FBgn0031296
S,S,protein_coding,5206,FBgn0003310
ast,ast,protein_coding,2745,FBgn0015905
Atg4a,Atg4a,protein_coding,4078,FBgn0031298
CG4629,CG4629,protein_coding,3115,FBgn0031299
mtRNApol,mtRNApol,protein_coding,4718,FBgn0261938
CG14339,CG14339,protein_coding,3266,FBgn0031301
CG14340,CG14340,protein_coding,1030,FBgn0031302
Pino,Pino,protein_coding,2497,FBgn0016926
TBC1D23,TBC1D23,protein_coding,2701,FBgn0031304
Iris,Iris,protein_coding,1767,FBgn0031305
CG4577,CG4577,protein_coding,2707,FBgn0031306
lncRNA:CR45717,lncRNA:CR45717,ncRNA,348,FBgn0267281
MFS3,MFS3,protein_coding,2029,FBgn0031307
l(2)10685,l(2)10685,protein_coding,1628,FBgn0283525
Tfb4,Tfb4,protein_coding,999,FBgn0031309
Vps29,Vps29,protein_coding,999,FBgn0031310
capt,capt,protein_coding,3233,FBgn0261458
asRNA:CR43767,asRNA:CR43767,ncRNA,780,FBgn0264267
Tango14,Tango14,protein_coding,1272,FBgn0031312
CG5080,CG5080,protein_coding,2617,FBgn0031313
IntS14,IntS14,protein_coding,1925,FBgn0031314
CG14341,CG14341,protein_coding,646,FBgn0031315
Plap,Plap,protein_coding,2867,FBgn0024314
CG31922,CG31922,protein_coding,497,FBgn0051922
Charon,Charon,protein_coding,1801,FBgn0031317
CG4887,CG4887,protein_coding,3424,FBgn0031318
CG4896,CG4896,protein_coding,3956,FBgn0031319
CG5126,CG5126,protein_coding,1667,FBgn0031320
Tgt,Tgt,protein_coding,1566,FBgn0031321
CG5001,CG5001,protein_coding,2096,FBgn0031322
CG5139,CG5139,protein_coding,802,FBgn0031323
CG43348,CG43348,protein_coding,513,FBgn0263080
CG43349,CG43349,protein_coding,459,FBgn0263081
CG5011,CG5011,protein_coding,550,FBgn0040723
CG14342,CG14342,protein_coding,802,FBgn0031324
lncRNA:CR45346,lncRNA:CR45346,ncRNA,645,FBgn0266885
lncRNA:CR43263,lncRNA:CR43263,ncRNA,832,FBgn0262944
CG42329,CG42329,protein_coding,2477,FBgn0259229
CG5397,CG5397,protein_coding,2903,FBgn0031327
robo3,robo3,protein_coding,7118,FBgn0041097
a5,a5,protein_coding,776,FBgn0011294
CG5440,CG5440,protein_coding,1328,FBgn0031331
CG33923,CG33923,protein_coding,537,FBgn0053923
CG33922,CG33922,protein_coding,537,FBgn0053922
Cdlc2,Cdlc2,protein_coding,736,FBgn0026141
lncRNA:CR45005,lncRNA:CR45005,ncRNA,340,FBgn0266357
lncRNA:CR45006,lncRNA:CR45006,ncRNA,367,FBgn0266358
CG5556,CG5556,protein_coding,1085,FBgn0031332
CG5561,CG5561,protein_coding,1091,FBgn0031333
CG31924,CG31924,protein_coding,819,FBgn0051924
CG5565,CG5565,protein_coding,942,FBgn0031335
CG31659,CG31659,protein_coding,695,FBgn0051659
NLaz,NLaz,protein_coding,1149,FBgn0053126
CG14346,CG14346,protein_coding,953,FBgn0031337
lncRNA:CR44898,lncRNA:CR44898,ncRNA,1244,FBgn0266203
robo2,robo2,protein_coding,6206,FBgn0002543
asRNA:CR44897,asRNA:CR44897,ncRNA,1586,FBgn0266202
CG43401,CG43401,protein_coding,686,FBgn0263320
snRNA:U3,snRNA:U3,snRNA,211,FBgn0003926
CG43402,CG43402,protein_coding,1206,FBgn0263321
CG31928,CG31928,protein_coding,1565,FBgn0051928
CG33128,CG33128,protein_coding,1387,FBgn0053128
CG31926,CG31926,protein_coding,1612,FBgn0051926
CG31661,CG31661,protein_coding,1341,FBgn0051661
CG18131,CG18131,protein_coding,1828,FBgn0031343
CG7420,CG7420,protein_coding,1575,FBgn0031344
asRNA:CR44064,asRNA:CR44064,ncRNA,1166,FBgn0264873
CG18132,CG18132,protein_coding,684,FBgn0031345
halo,halo,protein_coding,616,FBgn0001174
Or22a,Or22a,protein_coding,1421,FBgn0026398
Or22b,Or22b,protein_coding,1298,FBgn0026397
haf,haf,protein_coding,7054,FBgn0261509
CG10869,CG10869,protein_coding,2227,FBgn0031347
CG31935,CG31935,protein_coding,3058,FBgn0051935
CG14352,CG14352,protein_coding,1030,FBgn0031351
RFeSP,RFeSP,protein_coding,1118,FBgn0021906
lncRNA:CR44603,lncRNA:CR44603,ncRNA,7316,FBgn0265814
lncRNA:CR45695,lncRNA:CR45695,ncRNA,232,FBgn0267259
chinmo,chinmo,protein_coding,12618,FBgn0086758
cpb,cpb,protein_coding,1926,FBgn0011570
CG17660,CG17660,protein_coding,2357,FBgn0031356
asRNA:CR44976,asRNA:CR44976,ncRNA,723,FBgn0266311
mRpL48,mRpL48,protein_coding,790,FBgn0031357
frtz,frtz,protein_coding,3601,FBgn0086698
Rim2,Rim2,protein_coding,2417,FBgn0031359
Eno,Eno,protein_coding,3718,FBgn0000579
Rrp40,Rrp40,protein_coding,1031,FBgn0260648
CG31937,CG31937,protein_coding,1184,FBgn0031360
CG17652,CG17652,protein_coding,1198,FBgn0031361
CG17646,CG17646,protein_coding,3552,FBgn0264494
CG17712,CG17712,protein_coding,1436,FBgn0027597
CG17648,CG17648,protein_coding,541,FBgn0031364
Gr22f,Gr22f,protein_coding,1137,FBgn0041249
CG17650,CG17650,protein_coding,534,FBgn0031365
Gr22e,Gr22e,protein_coding,1170,FBgn0045497
Gr22d,Gr22d,protein_coding,1163,FBgn0045498
Gr22c,Gr22c,protein_coding,1152,FBgn0265138
Gr22b,Gr22b,protein_coding,1161,FBgn0045500
Gr22a,Gr22a,protein_coding,1185,FBgn0045501
CG31933,CG31933,protein_coding,2076,FBgn0051933
CG31664,CG31664,protein_coding,2075,FBgn0051664
c-cup,c-cup,protein_coding,882,FBgn0031367
mir-2280,mir-2280,pre_miRNA,115,FBgn0262275
wry,wry,protein_coding,5666,FBgn0051665
lncRNA:CR44073,lncRNA:CR44073,ncRNA,403,FBgn0264882
lncRNA:CR44074,lncRNA:CR44074,ncRNA,684,FBgn0264883
CG31663,CG31663,protein_coding,3847,FBgn0051663
CG7295,CG7295,protein_coding,1230,FBgn0031372
lncRNA:CR44075,lncRNA:CR44075,ncRNA,819,FBgn0264884
